,Unnamed: 0,Clock,PhaseID,PhaseTime,PhaseName,RucksNo,PosGainline,NegGainline,Linebreak,LineBreakPrevPhase,rdNear,rdRuck,rdFar,rdMiddle,rsSlow,rsMedium,rsFast,KickTotal,KickedInfield,KickedtoTouch,turnoverTot,turnoverKick,turnoverContact,fromTurnover,penFK,penContact,Tries,TryTotal,PenTotal
1288,1288,45.775284118155,471,1.4670883456166737,BALL IN PLAY,8.0,0.0,0.0,0.0,,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1307,1307,46.44200473100497,490,0.3534595919333299,BALL IN PLAY,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,1321,47.888353743949956,504,0.34285710353333343,BALL IN PLAY,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,1327,48.457050690416615,510,0.3267796909499907,BALL IN PLAY,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1345,1345,49.378585896233304,528,0.16554420183332752,BALL IN PLAY,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,1351,50.33727463288329,534,0.7441142814499813,BALL IN PLAY,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,1362,51.45402407831664,545,0.9333578252166604,BALL IN PLAY,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1385,1385,52.15351626431661,568,0.41820516379999617,BALL IN PLAY,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,1394,52.722878822299954,577,0.3213648356500016,BALL IN PLAY,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,1400,53.20689769584993,583,0.2680247880666684,BALL IN PLAY,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1414,1414,55.61707380316659,597,0.2266086320166636,BALL IN PLAY,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1423,1423,56.18137334693327,606,0.3627866105500033,BALL IN PLAY,1.0,0.0,0.0,1.0,RD - RUCK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1433,1433,57.34939589708328,616,0.8020630272833245,BALL IN PLAY,3.0,0.0,0.0,0.0,,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1450,1450,57.682376070183274,633,0.11818107818334055,BALL IN PLAY,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1456,1456,58.72639705834993,639,0.8413690837333263,BALL IN PLAY,8.0,0.0,0.0,0.0,,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1473,1473,59.56228649854996,656,0.4273745453333362,BALL IN PLAY,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1497,1497,62.84871001490001,680,0.09070551783334224,BALL IN PLAY,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1504,1504,64.94139708491666,687,1.7814563695166612,BALL IN PLAY,12.0,0.0,0.0,0.0,,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1530,1530,65.69510584425502,713,0.34402829950001035,BALL IN PLAY,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539,1539,67.6564067204217,722,1.5080473257333296,BALL IN PLAY,12.0,0.0,0.0,0.0,,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1561,1561,0.8022143270383334,5,0.6872184299166667,BALL IN PLAY,3.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1583,1583,1.284903380171667,27,0.2760379523000001,BALL IN PLAY,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1591,1591,1.9394652918883333,35,0.3574081202833329,BALL IN PLAY,0.0,0.0,0.0,1.0,From Kick Reception,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1606,1606,2.6064269653883327,50,0.3853576870999991,BALL IN PLAY,1.0,0.0,0.0,1.0,From Kick Reception,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1622,1622,3.577153674221667,66,0.6780344696833334,BALL IN PLAY,3.0,0.0,0.0,1.0,RD - Far,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1642,1642,4.035851404688335,86,0.21789923526666755,BALL IN PLAY,2.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,1649,4.609185007105,93,0.5640271766833339,BALL IN PLAY,5.0,0.0,0.0,0.0,,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,1662,5.287212085938333,106,0.22937023274999999,BALL IN PLAY,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1670,1670,6.110144685638331,114,0.42684183979999796,BALL IN PLAY,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682,1682,6.8035172724383335,126,0.2640172777166683,BALL IN PLAY,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1695,1695,6.988877540688335,139,0.11869360158333465,BALL IN PLAY,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702,1702,7.818163179254999,146,0.6489430231833335,BALL IN PLAY,3.0,0.0,0.0,1.0,RD - Far,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1721,1721,8.345257703371665,165,0.16973288426666674,BALL IN PLAY,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1733,1733,10.014114472388329,177,0.4933688137166641,BALL IN PLAY,3.0,0.0,0.0,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1744,1744,10.904787287471663,188,0.5831707992166669,BALL IN PLAY,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1763,1763,11.653588269916662,207,0.2930905551499983,BALL IN PLAY,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771,1771,12.526353809449995,215,0.4320305367999957,BALL IN PLAY,2.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1784,1784,13.918408017766659,228,0.41373569389999787,BALL IN PLAY,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1796,1796,14.270405618583323,240,0.32669240956666457,BALL IN PLAY,3.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1807,1807,15.331092679333324,251,0.5906891264666639,BALL IN PLAY,3.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1824,1824,16.545248824466658,268,0.9612398276000036,BALL IN PLAY,9.0,0.0,0.0,0.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1841,1841,16.816580285116654,285,0.2651664420166675,BALL IN PLAY,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1849,1849,17.475287634949982,293,0.3789704643333316,BALL IN PLAY,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1859,1859,17.861987999799982,303,0.13470150706666573,BALL IN PLAY,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1865,1865,19.151537782349976,309,0.8124274909833318,BALL IN PLAY,8.0,0.0,0.0,0.0,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1883,1883,20.02693181649997,327,0.22070430346666825,BALL IN PLAY,2.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,1890,20.80163490581664,334,0.5680343614833347,BALL IN PLAY,4.0,0.0,0.0,0.0,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1903,1903,21.866333631149978,347,0.7929803323333359,BALL IN PLAY,5.0,0.0,0.0,0.0,,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925,1925,23.72705254136665,369,1.1774373123333248,BALL IN PLAY,6.0,0.0,0.0,0.0,,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
1951,1951,24.47791826466665,395,0.17010949023333666,BALL IN PLAY,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1958,1958,25.259935274599968,402,0.2806025423666654,BALL IN PLAY,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1969,1969,38.010738304416655,413,0.3130588565666628,BALL IN PLAY,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1977,1977,38.66277347611665,421,0.2308948356833298,BALL IN PLAY,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1985,1985,39.276125124699995,429,0.30805080153333364,BALL IN PLAY,1.0,0.0,0.0,1.0,From Turnover,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1996,1996,40.21507589488333,440,0.6178091117999998,BALL IN PLAY,3.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016,2016,40.57439611755,460,0.2720260244500068,BALL IN PLAY,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2027,2027,42.475086602566684,471,1.4426884817333416,BALL IN PLAY,9.0,0.0,0.0,0.0,,6.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2059,2059,43.004216559333344,503,0.17872155343333418,BALL IN PLAY,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2066,2066,44.179321503283326,510,0.7896412175833234,BALL IN PLAY,7.0,0.0,0.0,0.0,,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2082,2082,44.642025106516655,526,0.15222176241665866,BALL IN PLAY,1.0,0.0,0.0,1.0,RD - Middle,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2091,2091,46.2141025838,535,0.9730805620833394,BALL IN PLAY,6.0,0.0,0.0,0.0,,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2123,2123,47.40030623466667,567,0.3242712357333204,BALL IN PLAY,1.0,0.0,0.0,1.0,RD - Far,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,2135,48.00845534148335,579,0.3950448669833264,BALL IN PLAY,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2145,2145,49.328659745616655,589,0.9133683444666616,BALL IN PLAY,7.0,0.0,0.0,0.0,,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2166,2166,52.31210428935003,610,1.5605930761333298,BALL IN PLAY,9.0,0.0,0.0,1.0,RD - Far,5.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2197,2197,53.18677342078337,641,0.8546933244166723,BALL IN PLAY,4.0,0.0,0.0,0.0,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2214,2214,54.36449635418333,658,0.3346887696333169,BALL IN PLAY,1.0,0.0,0.0,1.0,RD - RUCK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2225,2225,55.84593216226666,669,0.9351093304333348,BALL IN PLAY,4.0,0.0,0.0,0.0,,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2243,2243,56.244779165566676,687,0.14185430026667234,BALL IN PLAY,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,2254,57.88818403329998,698,0.626701661200002,BALL IN PLAY,4.0,0.0,0.0,0.0,,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2271,2271,59.324360956066634,715,0.7987326293499848,BALL IN PLAY,5.0,0.0,0.0,1.0,From Lineout Short,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2288,2288,60.20800308192833,732,0.2883054432833489,BALL IN PLAY,2.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2294,2294,61.438670487544975,738,1.2133749806666714,BALL IN PLAY,6.0,0.0,0.0,1.0,RD - Near,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2311,2311,62.12136104486167,755,0.2933723156666872,BALL IN PLAY,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2319,2319,62.97271921541167,763,0.5704004775499811,BALL IN PLAY,2.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2331,2331,63.904081910861684,775,0.6893395623333305,BALL IN PLAY,3.0,0.0,0.0,1.0,From Turnover,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2358,2358,65.58362496002833,802,1.3311071147833218,BALL IN PLAY,10.0,0.0,0.0,2.0,RD - Middle,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
